subject_code,subject_name,term,day,period,instructors,class_id,status,note
ELE401n,基礎電子回路,後学期,月,3,美濃島　薫,,,
ELE401n,基礎電子回路,後学期,月,3,岩國　加奈,,,
ELE401n,基礎電子回路,後学期,金,2,沈　青,,,
ELE401p,基礎電子回路,後学期,月,3,奥野　剛史,,,
ELE401p,基礎電子回路,後学期,月,3,美濃島　薫,,,
ELE401p,基礎電子回路,後学期,月,3,岩國　加奈,,,
ELE401p,基礎電子回路,後学期,金,2,沈　青,,,
ELE401r,基礎電子回路,後学期,月,3,奥野　剛史,,,
ELE401r,基礎電子回路,後学期,月,3,美濃島　薫,,,
ELE401r,基礎電子回路,後学期,月,3,岩國　加奈,,,
ELE401r,基礎電子回路,後学期,金,2,沈　青,,,
ELE402h,回路システム学第一,後学期,水,3,範　公可,,,
ELE402h,回路システム学第一,後学期,木,3,和田　光司,,,
ELE403g,論理回路学,後学期,月,3,小島　年春,,,
ELE403g,論理回路学,後学期,火,1,安達　宏一,,,
ELE404g,基礎電子工学,後学期,木,2,田尻　武義,,,
ELE404g,基礎電子工学,後学期,金,3,田尻　武義,,,
ELE404h,基礎電子工学,後学期,木,2,田尻　武義,,,
ELE404h,基礎電子工学,後学期,金,3,田尻　武義,,,
ELE501a,情報通信システム,前学期,月,2,八巻　隼人,,,
ELE501a,情報通信システム,前学期,木,4,内海　彰,,,
ELE501b,情報通信システム,前学期,月,2,八巻　隼人,,,
ELE501b,情報通信システム,前学期,木,4,内海　彰,,,
ELE501e,情報通信システム,前学期,月,2,八巻　隼人,,,
ELE501e,情報通信システム,前学期,木,4,内海　彰,,,
ELE501g,回路システム学第二,前学期,水,2,小野　哲,,,
ELE501g,回路システム学第二,前学期,水,2,和田　光司,,,
ELE501h,回路システム学第二,前学期,水,2,小野　哲,,,
ELE501h,回路システム学第二,前学期,水,2,和田　光司,,,
ELE501m,電子工学実験第一,前学期,水,2,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,,
ELE501m,電子工学実験第一,前学期,水,3,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,,
ELE501m,電子工学実験第一,前学期,水,4,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,,
ELE501m,電子工学実験第一,前学期,木,2,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,,
ELE501m,電子工学実験第一,前学期,木,3,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,,
ELE501m,電子工学実験第一,前学期,木,4,宮本・酒井・島田・坂本・高田（亨）・早川（全担当者はその他欄に記載）,,,
ELE503g,情報理論,前学期,月,3,大濱　靖匡,,,
ELE503g,情報理論,前学期,火,3,八木　秀樹,,,
ELE503h,情報理論,前学期,月,3,大濱　靖匡,,,
ELE503h,情報理論,前学期,火,3,八木　秀樹,,,
ELE504g,信号処理論,前学期,月,3,張　熙,,,
ELE504g,信号処理論,前学期,火,3,高橋　弘太,,,
ELE504h,信号処理論,前学期,月,3,張　熙,,,
ELE504h,信号処理論,前学期,火,3,高橋　弘太,,,
ELE601h,電子回路学,後学期,月,1,内田　雅文,,,
ELE601h,電子回路学,後学期,火,3,小島　年春,,,
ELE601i,電子回路学,後学期,月,1,内田　雅文,,,
ELE601i,電子回路学,後学期,火,3,小島　年春,,,
ELE601j,電子回路学,後学期,月,1,内田　雅文,,,
ELE601j,電子回路学,後学期,火,3,小島　年春,,,
ELE601p,電子回路学,後学期,月,4,水柿　義直,,,
ELE601p,電子回路学,後学期,金,2,志賀　智一,,,
ELE602m,電子回路学,後学期,月,4,水柿　義直,,,
ELE602m,電子回路学,後学期,金,2,志賀　智一,,,
ELE602n,電子回路学,後学期,月,4,水柿　義直,,,
ELE602n,電子回路学,後学期,金,2,志賀　智一,,,
ELE603g,電子回路学,後学期,月,1,内田　雅文,,,
ELE603g,電子回路学,後学期,火,3,小島　年春,,,
ELE603n,デジタル信号処理,後学期,月,3,渡邉　恵理子,,,
ELE603n,デジタル信号処理,後学期,月,4,金子　修,,,
ELE605m,デジタル信号処理,後学期,月,3,渡邉　恵理子,,,
ELE605m,デジタル信号処理,後学期,月,4,金子　修,,,
ENG302z,英語演習,前学期,月,4,Hauser　Eric,,,
ENG302z,英語演習,前学期,月,4,上原　寿和子,,,
ENG302z,英語演習,前学期,月,4,高坂　洋史,,,
ENG302z,英語演習,前学期,木,1,Atsuko Marie Jeffreys,,,
ENG302z,英語演習,前学期,木,1,大石　由紀子,,,
ENG302z,英語演習,前学期,金,4,Hauser　Eric,,,
ENG302z,英語演習,前学期,金,4,大石　由紀子,,,
ENG302z,英語演習,前学期,金,4,高坂　洋史,,,
ENG302z,英語演習,後学期,月,4,Hauser　Eric,,,
ENG302z,英語演習,後学期,月,4,上原　寿和子,,,
ENG302z,英語演習,後学期,木,1,Atsuko Marie Jeffreys,,,
ENG302z,英語演習,後学期,木,1,大石　由紀子,,,
ENG302z,英語演習,後学期,金,4,Hauser　Eric,,,
ENG302z,英語演習,後学期,金,4,上原　寿和子,,,
FGN101a,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101a,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101a,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101b,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101b,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101b,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101c,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101c,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101c,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101d,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101d,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101d,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101e,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101e,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101e,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101f,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101f,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101f,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101g,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101g,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101g,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101h,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101h,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101h,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101i,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101i,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101i,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101j,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101j,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101j,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101k,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101k,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101k,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101m,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101m,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101m,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101n,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101n,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101n,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101p,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101p,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101p,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN101r,基礎数学演習第一,前学期,水,1,濱野　哲子,,,
FGN101r,基礎数学演習第一,前学期,水,2,濱野　哲子,,,
FGN101r,基礎数学演習第一,前学期,水,5,濱野　哲子,,,
FGN102a,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102a,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102a,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102b,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102b,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102b,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102c,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102c,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102c,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102d,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102d,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102d,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102e,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102e,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102e,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102f,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102f,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102f,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102g,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102g,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102g,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102h,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102h,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102h,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102i,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102i,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102i,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102j,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102j,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102j,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102k,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102k,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102k,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102m,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102m,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102m,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102n,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102n,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102n,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102p,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102p,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102p,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN102r,基礎物理学演習第一,前学期,火,1,Hans-Georg Matuttis,,,
FGN102r,基礎物理学演習第一,前学期,木,5,中井　日佐司,,,
FGN102r,基礎物理学演習第一,前学期,金,1,濱野　哲子,,,
FGN201a,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201a,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201a,基礎数学演習第二,後学期,,,未定,,,
FGN201b,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201b,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201b,基礎数学演習第二,後学期,,,未定,,,
FGN201c,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201c,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201c,基礎数学演習第二,後学期,,,未定,,,
FGN201d,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201d,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201d,基礎数学演習第二,後学期,,,未定,,,
FGN201e,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201e,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201e,基礎数学演習第二,後学期,,,未定,,,
FGN201f,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201f,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201f,基礎数学演習第二,後学期,,,未定,,,
FGN201g,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201g,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201g,基礎数学演習第二,後学期,,,未定,,,
FGN201h,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201h,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201h,基礎数学演習第二,後学期,,,未定,,,
FGN201i,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201i,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201i,基礎数学演習第二,後学期,,,未定,,,
FGN201j,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201j,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201j,基礎数学演習第二,後学期,,,未定,,,
FGN201k,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201k,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201k,基礎数学演習第二,後学期,,,未定,,,
FGN201m,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201m,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201m,基礎数学演習第二,後学期,,,未定,,,
FGN201n,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201n,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201n,基礎数学演習第二,後学期,,,未定,,,
FGN201p,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201p,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201p,基礎数学演習第二,後学期,,,未定,,,
FGN201r,基礎数学演習第二,後学期,水,2,濱野　哲子,,,
FGN201r,基礎数学演習第二,後学期,水,5,濱野　哲子,,,
FGN201r,基礎数学演習第二,後学期,,,未定,,,
FGN202a,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202a,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202a,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202b,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202b,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202b,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202c,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202c,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202c,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202d,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202d,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202d,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202e,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202e,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202e,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202f,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202f,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202f,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202g,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202g,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202g,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202h,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202h,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202h,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202i,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202i,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202i,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202j,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202j,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202j,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202k,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202k,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202k,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202m,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202m,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202m,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202n,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202n,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202n,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202p,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202p,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202p,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FGN202r,基礎物理学演習第二,後学期,火,1,Hans-Georg Matuttis,,,
FGN202r,基礎物理学演習第二,後学期,木,5,中井　日佐司,,,
FGN202r,基礎物理学演習第二,後学期,金,1,濱野　哲子,,,
FRE101z,仏語第一,前学期,月,2,長谷川　朋太郎,,,
FRE101z,仏語第一,前学期,月,3,長谷川　朋太郎,,,
FRE101z,仏語第一,前学期,月,4,平野　奈津恵,,,
FRE201z,仏語第二,後学期,月,2,長谷川　朋太郎,,,
FRE201z,仏語第二,後学期,月,3,長谷川　朋太郎,,,
FRE201z,仏語第二,後学期,月,4,平野　奈津恵,,,
GEO201z,宇宙・地球科学,後学期,木,1,菊田　智史,,,
GEO201z,宇宙・地球科学,後学期,木,1,柏野　大地,,,
GER101z,独語第一,前学期,月,2,中山　純一,,,
GER101z,独語第一,前学期,月,2,岡野　宏,,,
GER101z,独語第一,前学期,月,2,白木　和美,,,
GER101z,独語第一,前学期,月,3,中山　純一,,,
GER101z,独語第一,前学期,月,3,岡野　宏,,,
GER101z,独語第一,前学期,月,3,白木　和美,,,
GER101z,独語第一,前学期,月,4,白木　和美,,,
GER102z,選択独語第一,前学期,木,2,中橋　誠,,,
GER102z,選択独語第一,前学期,木,2,浜田　郷史,,,
GER102z,選択独語第一,前学期,木,5,中橋　誠,,,
GER102z,選択独語第一,前学期,金,5,野内　聡,,,
GER201z,独語第二,後学期,月,2,中山　純一,,,
GER201z,独語第二,後学期,月,2,岡野　宏,,,
GER201z,独語第二,後学期,月,2,白木　和美,,,
GER201z,独語第二,後学期,月,3,中山　純一,,,
GER201z,独語第二,後学期,月,3,岡野　宏,,,
GER201z,独語第二,後学期,月,3,白木　和美,,,
GER201z,独語第二,後学期,月,4,白木　和美,,,
GER202z,選択独語第二,後学期,木,2,中橋　誠,,,
GER202z,選択独語第二,後学期,木,2,浜田　郷史,,,
GER202z,選択独語第二,後学期,木,5,中橋　誠,,,
GER202z,選択独語第二,後学期,金,5,野内　聡,,,
GER301z,独語演習,前学期,月,4,中橋　誠,,,
GER301z,独語演習,前学期,木,1,浜田　郷史,,,
GER301z,独語演習,前学期,金,4,野内　聡,,,
GER401z,独語運用演習,後学期,月,4,中橋　誠,,,
GER401z,独語運用演習,後学期,木,1,浜田　郷史,,,
GER401z,独語運用演習,後学期,金,4,野内　聡,,,
GSE301k,計測工学概論,前学期,木,4,中村　仁,,,
GSE301k,計測工学概論,前学期,木,4,結城　宏信,,,
GSE301m,計測工学概論,前学期,木,4,中村　仁,,,
GSE301m,計測工学概論,前学期,木,4,結城　宏信,,,
GSE301n,計測工学概論,前学期,木,4,中村　仁,,,
GSE301n,計測工学概論,前学期,木,4,結城　宏信,,,
GSE301p,計測工学概論,前学期,木,4,中村　仁,,,
GSE301p,計測工学概論,前学期,木,4,結城　宏信,,,
GSE301r,計測工学概論,前学期,木,4,中村　仁,,,
GSE301r,計測工学概論,前学期,木,4,結城　宏信,,,
GSE601k,デジタル信号処理,後学期,月,3,渡邉　恵理子,,,
GSE601k,デジタル信号処理,後学期,月,4,金子　修,,,
HSP101z,健康論,前学期,月,3,大河原・栃木・○竹内・○八百・○青木,A1-1,auto,
HSP101z,健康論,前学期,月,4,大河原・栃木・○竹内・○八百・○青木,A1-10,auto,
HSP101z,健康論,前学期,木,3,岡田（英）・栃木・○今野・○服部・○塚本,A1-10,auto,
HSP101z,健康論,前学期,木,4,岡田（英）・栃木・○今野・○服部・○塚本,"A1-7,A1-8,A1-9",auto,
HSP101z,健康論,前学期,金,3,安藤（創）・狩野・星野・栃木・○早川,A1-3,auto,
HSP101z,健康論,前学期,金,4,安藤（創）・狩野・星野・栃木・○早川,A1-3,auto,
HSP201z,健康・体力つくり実習,後学期,月,3,大河原・○竹内・○八百・○青木,,,
HSP201z,健康・体力つくり実習,後学期,月,4,大河原・○竹内・○八百・○青木,,,
HSP201z,健康・体力つくり実習,後学期,木,3,岡田（英）・○今野・○服部・○塚本,,,
HSP201z,健康・体力つくり実習,後学期,木,4,岡田（英）・○今野・○服部・○塚本,,,
HSP201z,健康・体力つくり実習,後学期,金,3,安藤（創）・狩野・星野・○早川,,,
HSP201z,健康・体力つくり実習,後学期,金,4,安藤（創）・狩野・星野・○早川,,,
HSP301z,生涯スポーツ演習Ａ,前学期,火,2,○田中（茂）・○福家・○宮崎・○大辻・○八幡,,,
HSP301z,生涯スポーツ演習Ａ,前学期,火,3,○田中（茂）・○福家・○宮崎・○大辻・○八幡,,,
HSP301z,生涯スポーツ演習Ａ,前学期,火,4,○田中（茂）・○福家・○宮崎・○大辻・○八幡,,,
HSP301z,生涯スポーツ演習Ａ,前学期,水,1,安藤・○田中（喜）,,,
HSP301z,生涯スポーツ演習Ａ,前学期,水,2,狩野・○田中（喜）,,,
HSP401z,生涯スポーツ演習Ｂ,後学期,火,2,○田中（茂）・○福家・○宮崎・○大辻・○八幡,,,
HSP401z,生涯スポーツ演習Ｂ,後学期,火,3,○田中（茂）・○福家・○宮崎・○大辻・○八幡,,,
HSP401z,生涯スポーツ演習Ｂ,後学期,火,4,○田中（茂）・○福家・○宮崎・○大辻・○八幡,,,
HSP401z,生涯スポーツ演習Ｂ,後学期,水,1,星野・○田中（喜）,,,
HSP401z,生涯スポーツ演習Ｂ,後学期,水,2,岡田（英）・〇田中（喜）,,,
INS501c,情報通信システム,前学期,月,2,八巻　隼人,,,
INS501c,情報通信システム,前学期,木,4,内海　彰,,,
INS501d,情報通信システム,前学期,月,2,八巻　隼人,,,
INS501d,情報通信システム,前学期,木,4,内海　彰,,,
INT001z,UEC Academic Skills Ⅰ (Computer Literacy),前学期,火,1,Choo　Cheow　Keong,,,
INT001z,UEC Academic Skills Ⅰ (Computer Literacy),後学期,火,1,Choo　Cheow　Keong,,,
KOR101z,韓国朝鮮語第一,前学期,月,2,張　河林,,,
KOR101z,韓国朝鮮語第一,前学期,月,3,張　河林,,,
KOR101z,韓国朝鮮語第一,前学期,月,4,姜　勝薫,,,
KOR201z,韓国朝鮮語第二,後学期,月,2,張　河林,,,
KOR201z,韓国朝鮮語第二,後学期,月,3,張　河林,,,
KOR201z,韓国朝鮮語第二,後学期,月,4,姜　勝薫,,,
MCE401i,機械力学および演習,後学期,木,3,田中　一男,,,
MCE401i,機械力学および演習,後学期,木,4,田中　一男,,,
MCE401i,機械力学および演習,後学期,金,2,小池　卓二,,,
MCE401i,機械力学および演習,後学期,金,3,小池　卓二,,,
MCE401j,機械力学および演習,後学期,木,3,田中　一男,,,
MCE401j,機械力学および演習,後学期,木,4,田中　一男,,,
MCE401j,機械力学および演習,後学期,金,2,小池　卓二,,,
MCE401j,機械力学および演習,後学期,金,3,小池　卓二,,,
MCE401k,材料力学および演習,後学期,木,3,松村　隆,,,
MCE401k,材料力学および演習,後学期,木,4,松村　隆,,,
MCE401k,材料力学および演習,後学期,金,2,久保木　孝,,,
MCE401k,材料力学および演習,後学期,金,3,久保木　孝,,,
MCE402i,材料力学および演習,後学期,木,3,松村　隆,,,
MCE402i,材料力学および演習,後学期,木,4,松村　隆,,,
MCE402i,材料力学および演習,後学期,金,2,久保木　孝,,,
MCE402i,材料力学および演習,後学期,金,3,久保木　孝,,,
MCE402j,材料力学および演習,後学期,木,3,松村　隆,,,
MCE402j,材料力学および演習,後学期,木,4,松村　隆,,,
MCE402j,材料力学および演習,後学期,金,2,久保木　孝,,,
MCE402j,材料力学および演習,後学期,金,3,久保木　孝,,,
MCE403k,機械力学および演習,後学期,木,3,田中　一男,,,
MCE403k,機械力学および演習,後学期,木,4,田中　一男,,,
MCE403k,機械力学および演習,後学期,金,2,小池　卓二,,,
MCE403k,機械力学および演習,後学期,金,3,小池　卓二,,,
MCE501i,基礎制御工学および演習,前学期,火,1,金子　修,,,
MCE501i,基礎制御工学および演習,前学期,火,2,金子　修,,,
MCE501i,基礎制御工学および演習,前学期,金,1,澤田　賢治,,,
MCE501i,基礎制御工学および演習,前学期,金,2,澤田　賢治,,,
MCE505j,基礎制御工学および演習,前学期,火,1,金子　修,,,
MCE505j,基礎制御工学および演習,前学期,火,2,金子　修,,,
MCE505j,基礎制御工学および演習,前学期,金,1,澤田　賢治,,,
MCE505j,基礎制御工学および演習,前学期,金,2,澤田　賢治,,,
MCE507k,基礎制御工学および演習,前学期,火,1,金子　修,,,
MCE507k,基礎制御工学および演習,前学期,火,2,金子　修,,,
MCE507k,基礎制御工学および演習,前学期,金,1,澤田　賢治,,,
MCE507k,基礎制御工学および演習,前学期,金,2,澤田　賢治,,,
MSS401a,オペレーションズ・リサーチ基礎,後学期,木,2,岩﨑　敦,,,
MSS401a,オペレーションズ・リサーチ基礎,後学期,木,3,木下　雄貴,,,
MSS401b,オペレーションズ・リサーチ基礎,後学期,木,2,岩﨑　敦,,,
MSS401b,オペレーションズ・リサーチ基礎,後学期,木,3,木下　雄貴,,,
MSS401c,オペレーションズ・リサーチ基礎,後学期,木,2,岩﨑　敦,,,
MSS401c,オペレーションズ・リサーチ基礎,後学期,木,3,木下　雄貴,,,
MSS401d,オペレーションズ・リサーチ基礎,後学期,木,2,岩﨑　敦,,,
MSS401d,オペレーションズ・リサーチ基礎,後学期,木,3,木下　雄貴,,,
MSS401e,オペレーションズ・リサーチ基礎,後学期,木,2,岩﨑　敦,,,
MSS401e,オペレーションズ・リサーチ基礎,後学期,木,3,木下　雄貴,,,
MTH101z,微分積分学第一,前学期,月,4,田原　康之,,,
MTH101z,微分積分学第一,前学期,火,1,林　誠,,,
MTH101z,微分積分学第一,前学期,火,2,林　誠,,,
MTH101z,微分積分学第一,前学期,火,2,谷口　淳子,,,
MTH101z,微分積分学第一,前学期,火,3,榎本　直也,,,
MTH101z,微分積分学第一,前学期,火,3,齋藤　平和,,,
MTH101z,微分積分学第一,前学期,火,3,天野　友之,,,
MTH101z,微分積分学第一,前学期,水,1,羽賀　淳一,,,
MTH101z,微分積分学第一,前学期,水,2,羽賀　淳一,,,
MTH101z,微分積分学第一,前学期,水,2,石田　晴久,,,
MTH101z,微分積分学第一,前学期,金,2,国定　亮一,,,
MTH101z,微分積分学第一,前学期,金,3,国定　亮一,,,
