subject_code,subject_name,term,day,period,instructors,class_id,status,note
MTH102z,線形代数学第一,前学期,月,2,中野　直人,,,
MTH102z,線形代数学第一,前学期,火,2,大野　真裕,,,
MTH102z,線形代数学第一,前学期,水,2,伊東　裕也,,,
MTH102z,線形代数学第一,前学期,木,3,陸名　雄一,,,
MTH102z,線形代数学第一,前学期,木,3,三好　啓也,,,
MTH102z,線形代数学第一,前学期,木,4,三好　啓也,,,
MTH102z,線形代数学第一,前学期,木,4,陸名　雄一,,,
MTH102z,線形代数学第一,前学期,金,1,中井　洋史,,,
MTH102z,線形代数学第一,前学期,金,2,山田　裕一,,,
MTH102z,線形代数学第一,前学期,金,2,中井　洋史,,,
MTH102z,線形代数学第一,前学期,金,2,齋藤　平和,,,
MTH102z,線形代数学第一,前学期,金,3,丸亀　泰二,,,
MTH103z,数学演習第一,前学期,水,3,伊藤　賢一,,,
MTH103z,数学演習第一,前学期,水,3,榎本　直也,,,
MTH103z,数学演習第一,前学期,水,3,鄭  翀,,,
MTH103z,数学演習第一,前学期,水,3,天野　友之,,,
MTH103z,数学演習第一,前学期,水,3,関根　正幸,,,
MTH103z,数学演習第一,前学期,水,3,中村　友哉,,,
MTH103z,数学演習第一,前学期,水,4,中村　友哉,,,
MTH103z,数学演習第一,前学期,水,4,関根　正幸,,,
MTH103z,数学演習第一,前学期,水,4,榎本　直也,,,
MTH103z,数学演習第一,前学期,水,4,伊藤　賢一,,,
MTH103z,数学演習第一,前学期,水,4,齋藤　平和,,,
MTH103z,数学演習第一,前学期,水,4,鄭  翀,,,
MTH201z,微分積分学第二,後学期,火,1,林　誠,,,
MTH201z,微分積分学第二,後学期,火,2,大野　真裕,,,
MTH201z,微分積分学第二,後学期,火,2,林　誠,,,
MTH201z,微分積分学第二,後学期,火,3,大野　真裕,,,
MTH201z,微分積分学第二,後学期,火,3,石上　嘉康,,,
MTH201z,微分積分学第二,後学期,水,2,伊東　裕也,,,
MTH201z,微分積分学第二,後学期,水,2,榎本　直也,,,
MTH201z,微分積分学第二,後学期,水,2,山田　裕一,,,
MTH201z,微分積分学第二,後学期,金,2,国定　亮一,,,
MTH201z,微分積分学第二,後学期,金,2,天野　友之,,,
MTH201z,微分積分学第二,後学期,金,3,国定　亮一,,,
MTH201z,微分積分学第二,後学期,金,4,石田　晴久,,,
MTH202z,線形代数学第二,後学期,月,2,山田　裕一,,,
MTH202z,線形代数学第二,後学期,火,2,中野　直人,,,
MTH202z,線形代数学第二,後学期,火,3,山田　裕一,,,
MTH202z,線形代数学第二,後学期,水,2,大野　真裕,,,
MTH202z,線形代数学第二,後学期,木,3,陸名　雄一,,,
MTH202z,線形代数学第二,後学期,木,3,三好　啓也,,,
MTH202z,線形代数学第二,後学期,木,4,三好　啓也,,,
MTH202z,線形代数学第二,後学期,木,4,陸名　雄一,,,
MTH202z,線形代数学第二,後学期,金,1,中井　洋史,,,
MTH202z,線形代数学第二,後学期,金,2,中井　洋史,,,
MTH202z,線形代数学第二,後学期,金,2,村松　大陸,,,
MTH202z,線形代数学第二,後学期,金,2,丸亀　泰二,,,
MTH203z,解析学,後学期,月,2,緒方　秀教,,,
MTH203z,解析学,後学期,月,4,齋藤　平和,,,
MTH203z,解析学,後学期,火,3,齋藤　平和,,,
MTH203z,解析学,後学期,火,4,伊東　裕也,,,
MTH203z,解析学,後学期,木,3,大野　真裕,,,
MTH203z,解析学,後学期,木,3,伊東　裕也,,,
MTH203z,解析学,後学期,金,1,池田　和正,,,
MTH203z,解析学,後学期,金,1,加治佐　博幸,,,
MTH203z,解析学,後学期,金,2,羽賀　淳一,,,
MTH203z,解析学,後学期,金,2,池田　和正,,,
MTH203z,解析学,後学期,金,2,加治佐　博幸,,,
MTH203z,解析学,後学期,金,3,羽賀　淳一,,,
MTH204z,数学演習第二,後学期,水,3,関根　正幸,,,
MTH204z,数学演習第二,後学期,水,3,齋藤　平和,,,
MTH204z,数学演習第二,後学期,水,3,鄭  翀,,,
MTH204z,数学演習第二,後学期,水,3,丸亀　泰二,,,
MTH204z,数学演習第二,後学期,水,3,中村　友哉,,,
MTH204z,数学演習第二,後学期,水,3,伊藤　賢一,,,
MTH204z,数学演習第二,後学期,水,4,鄭  翀,,,
MTH204z,数学演習第二,後学期,水,4,丸亀　泰二,,,
MTH204z,数学演習第二,後学期,水,4,伊藤　賢一,,,
MTH204z,数学演習第二,後学期,水,4,関根　正幸,,,
MTH204z,数学演習第二,後学期,水,4,石田　晴久,,,
MTH204z,数学演習第二,後学期,水,4,中村　友哉,,,
MTH205a,離散数学,後学期,月,1,植野　真臣,,,
MTH205a,離散数学,後学期,月,1,高橋　里司,,,
MTH205a,離散数学,後学期,水,1,伊藤　大雄,,,
MTH205b,離散数学,後学期,月,1,植野　真臣,,,
MTH205b,離散数学,後学期,月,1,高橋　里司,,,
MTH205b,離散数学,後学期,水,1,伊藤　大雄,,,
MTH205c,離散数学,後学期,月,1,植野　真臣,,,
MTH205c,離散数学,後学期,月,1,高橋　里司,,,
MTH205c,離散数学,後学期,水,1,伊藤　大雄,,,
MTH205d,離散数学,後学期,月,1,植野　真臣,,,
MTH205d,離散数学,後学期,月,1,高橋　里司,,,
MTH205d,離散数学,後学期,水,1,伊藤　大雄,,,
MTH205e,離散数学,後学期,月,1,植野　真臣,,,
MTH205e,離散数学,後学期,月,1,高橋　里司,,,
MTH205e,離散数学,後学期,水,1,伊藤　大雄,,,
MTH301f,確率統計,前学期,金,3,小川　朋宏,,,
MTH301f,確率統計,前学期,金,3,尚　方,,,
MTH301f,確率統計,前学期,金,3,SANTOSO　BAGUS,,,
MTH301f,確率統計,後学期,月,5,大濱　靖匡,,,
MTH301g,確率統計,前学期,金,3,小川　朋宏,,,
MTH301g,確率統計,前学期,金,3,尚　方,,,
MTH301g,確率統計,前学期,金,3,SANTOSO　BAGUS,,,
MTH301g,確率統計,後学期,月,5,大濱　靖匡,,,
MTH301h,確率統計,前学期,金,3,小川　朋宏,,,
MTH301h,確率統計,前学期,金,3,尚　方,,,
MTH301h,確率統計,前学期,金,3,SANTOSO　BAGUS,,,
MTH301h,確率統計,後学期,月,5,大濱　靖匡,,,
MTH301i,確率統計,前学期,金,3,小川　朋宏,,,
MTH301i,確率統計,前学期,金,3,尚　方,,,
MTH301i,確率統計,前学期,金,3,SANTOSO　BAGUS,,,
MTH301i,確率統計,後学期,月,5,大濱　靖匡,,,
MTH301j,確率統計,前学期,金,3,小川　朋宏,,,
MTH301j,確率統計,前学期,金,3,尚　方,,,
MTH301j,確率統計,前学期,金,3,SANTOSO　BAGUS,,,
MTH301j,確率統計,後学期,月,5,大濱　靖匡,,,
MTH301k,工学基礎数学および演習,前学期,金,1,千葉　一永,,,
MTH301k,工学基礎数学および演習,前学期,金,2,千葉　一永,,,
MTH301k,工学基礎数学および演習,前学期,金,1,張　贇,,,
MTH301k,工学基礎数学および演習,前学期,金,2,張　贇,,,
MTH301k,工学基礎数学および演習,前学期,金,1,塚本　貴広,,,
MTH301k,工学基礎数学および演習,前学期,金,2,塚本　貴広,,,
MTH301k,工学基礎数学および演習,前学期,金,1,加藤　峰士,,,
MTH301k,工学基礎数学および演習,前学期,金,2,加藤　峰士,,,
MTH301m,工学基礎数学および演習,前学期,金,1,千葉　一永,,,
MTH301m,工学基礎数学および演習,前学期,金,2,千葉　一永,,,
MTH301m,工学基礎数学および演習,前学期,金,1,張　贇,,,
MTH301m,工学基礎数学および演習,前学期,金,2,張　贇,,,
MTH301m,工学基礎数学および演習,前学期,金,1,塚本　貴広,,,
MTH301m,工学基礎数学および演習,前学期,金,2,塚本　貴広,,,
MTH301m,工学基礎数学および演習,前学期,金,1,加藤　峰士,,,
MTH301m,工学基礎数学および演習,前学期,金,2,加藤　峰士,,,
MTH301n,工学基礎数学および演習,前学期,金,1,千葉　一永,,,
MTH301n,工学基礎数学および演習,前学期,金,2,千葉　一永,,,
MTH301n,工学基礎数学および演習,前学期,金,1,張　贇,,,
MTH301n,工学基礎数学および演習,前学期,金,2,張　贇,,,
MTH301n,工学基礎数学および演習,前学期,金,1,塚本　貴広,,,
MTH301n,工学基礎数学および演習,前学期,金,2,塚本　貴広,,,
MTH301n,工学基礎数学および演習,前学期,金,1,加藤　峰士,,,
MTH301n,工学基礎数学および演習,前学期,金,2,加藤　峰士,,,
MTH301p,工学基礎数学および演習,前学期,金,1,千葉　一永,,,
MTH301p,工学基礎数学および演習,前学期,金,2,千葉　一永,,,
MTH301p,工学基礎数学および演習,前学期,金,1,張　贇,,,
MTH301p,工学基礎数学および演習,前学期,金,2,張　贇,,,
MTH301p,工学基礎数学および演習,前学期,金,1,塚本　貴広,,,
MTH301p,工学基礎数学および演習,前学期,金,2,塚本　貴広,,,
MTH301p,工学基礎数学および演習,前学期,金,1,加藤　峰士,,,
MTH301p,工学基礎数学および演習,前学期,金,2,加藤　峰士,,,
MTH301r,工学基礎数学および演習,前学期,金,1,千葉　一永,,,
MTH301r,工学基礎数学および演習,前学期,金,2,千葉　一永,,,
MTH301r,工学基礎数学および演習,前学期,金,1,張　贇,,,
MTH301r,工学基礎数学および演習,前学期,金,2,張　贇,,,
MTH301r,工学基礎数学および演習,前学期,金,1,塚本　貴広,,,
MTH301r,工学基礎数学および演習,前学期,金,2,塚本　貴広,,,
MTH301r,工学基礎数学および演習,前学期,金,1,加藤　峰士,,,
MTH301r,工学基礎数学および演習,前学期,金,2,加藤　峰士,,,
MTH302i,複素関数論,前学期,水,3,古川　怜,,,
MTH302i,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH302j,複素関数論,前学期,水,3,古川　怜,,,
MTH302j,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH302k,複素関数論,前学期,水,3,古川　怜,,,
MTH302k,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH302m,複素関数論,前学期,水,3,古川　怜,,,
MTH302m,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH302n,複素関数論,前学期,水,3,古川　怜,,,
MTH302n,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH302p,複素関数論,前学期,水,3,古川　怜,,,
MTH302p,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH302r,複素関数論,前学期,水,3,古川　怜,,,
MTH302r,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH303a,確率論,前学期,月,3,金　路,,,
MTH303a,確率論,前学期,月,3,天野　友之,,,
MTH303a,確率論,前学期,金,3,加藤　省吾,,,
MTH303b,確率論,前学期,月,3,金　路,,,
MTH303b,確率論,前学期,月,3,天野　友之,,,
MTH303b,確率論,前学期,金,3,加藤　省吾,,,
MTH303c,確率論,前学期,月,3,金　路,,,
MTH303c,確率論,前学期,月,3,天野　友之,,,
MTH303c,確率論,前学期,金,3,加藤　省吾,,,
MTH303d,確率論,前学期,月,3,金　路,,,
MTH303d,確率論,前学期,月,3,天野　友之,,,
MTH303d,確率論,前学期,金,3,加藤　省吾,,,
MTH303e,確率論,前学期,月,3,金　路,,,
MTH303e,確率論,前学期,月,3,天野　友之,,,
MTH303e,確率論,前学期,金,3,加藤　省吾,,,
MTH303f,離散数学,前学期,火,1,山口　和彦,,,
MTH303f,離散数学,前学期,金,1,岩本　貢,,,
MTH303g,離散数学,前学期,火,1,山口　和彦,,,
MTH303g,離散数学,前学期,金,1,岩本　貢,,,
MTH303h,離散数学,前学期,火,1,山口　和彦,,,
MTH303h,離散数学,前学期,金,1,岩本　貢,,,
MTH304a,複素関数論,前学期,水,3,古川　怜,,,
MTH304a,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH304b,複素関数論,前学期,火,4,南　泰浩,,,
MTH304b,複素関数論,前学期,水,4,龍野　智哉,,,
MTH304c,複素関数論,前学期,水,3,古川　怜,,,
MTH304c,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH304d,複素関数論,前学期,水,3,古川　怜,,,
MTH304d,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH304e,複素関数論,前学期,水,3,古川　怜,,,
MTH304e,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH304f,複素関数論,前学期,水,3,古川　怜,,,
MTH304f,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH304g,複素関数論,前学期,水,3,古川　怜,,,
MTH304g,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH304h,複素関数論,前学期,水,3,古川　怜,,,
MTH304h,複素関数論,前学期,水,3,遠藤　晋平,,,
MTH304i,離散数学,前学期,火,1,山口　和彦,,,
MTH304i,離散数学,前学期,金,1,岩本　貢,,,
MTH304j,離散数学,前学期,火,1,山口　和彦,,,
MTH304j,離散数学,前学期,金,1,岩本　貢,,,
MTH401a,統計学,後学期,月,3,加藤　省吾,,,
MTH401a,統計学,後学期,金,1,原　聡,,,
MTH401b,統計学,後学期,月,3,加藤　省吾,,,
MTH401b,統計学,後学期,金,1,原　聡,,,
MTH401c,統計学,後学期,月,3,加藤　省吾,,,
MTH401c,統計学,後学期,金,1,原　聡,,,
MTH401d,統計学,後学期,月,3,加藤　省吾,,,
MTH401d,統計学,後学期,金,1,原　聡,,,
MTH401e,統計学,後学期,月,3,加藤　省吾,,,
MTH401e,統計学,後学期,金,1,原　聡,,,
MTH402a,応用数学第一,後学期,木,3,梶本　裕之,,,
MTH402a,応用数学第一,後学期,金,1,西山　悠,,,
MTH402b,応用数学第一,後学期,木,3,梶本　裕之,,,
MTH402b,応用数学第一,後学期,金,1,西山　悠,,,
MTH402c,応用数学第一,後学期,木,3,梶本　裕之,,,
MTH402c,応用数学第一,後学期,金,1,西山　悠,,,
MTH402d,応用数学第一,後学期,木,3,梶本　裕之,,,
MTH402d,応用数学第一,後学期,金,1,西山　悠,,,
MTH402e,応用数学第一,後学期,木,3,梶本　裕之,,,
MTH402e,応用数学第一,後学期,金,1,西山　悠,,,
MTH402f,数理統計,後学期,木,2,鷲沢　嘉一,,,
MTH402f,数理統計,後学期,木,5,鈴木　淳,,,
MTH402g,数理統計,後学期,木,2,鷲沢　嘉一,,,
MTH402g,数理統計,後学期,木,5,鈴木　淳,,,
MTH402h,数理統計,後学期,木,2,鷲沢　嘉一,,,
MTH402h,数理統計,後学期,木,5,鈴木　淳,,,
MTH403c,数値計算,後学期,火,3,小山　大介,,,
MTH403c,数値計算,後学期,金,2,山﨑　匡,,,
MTH403d,数値計算,後学期,火,3,小山　大介,,,
MTH403d,数値計算,後学期,金,2,山﨑　匡,,,
MTH403i,数理統計,後学期,木,2,鷲沢　嘉一,,,
MTH403i,数理統計,後学期,木,5,鈴木　淳,,,
MTH403j,数理統計,後学期,木,2,鷲沢　嘉一,,,
MTH403j,数理統計,後学期,木,5,鈴木　淳,,,
PHO501n,光工学実験第一,前学期,水,2,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,,
PHO501n,光工学実験第一,前学期,水,3,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,,
PHO501n,光工学実験第一,前学期,水,4,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,,
PHO501n,光工学実験第一,前学期,木,2,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,,
PHO501n,光工学実験第一,前学期,木,3,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,,
PHO501n,光工学実験第一,前学期,木,4,宮本・白川（晃）・浅原・庄司・戸倉川・田渕・岡田（全担当者はその他欄に記載）,,,
PHO601m,量子エレクトロニクス,後学期,木,3,張　贇,,,
PHO601m,量子エレクトロニクス,後学期,金,3,清水　亮介,,,
PHO601p,量子エレクトロニクス,後学期,木,3,張　贇,,,
PHO601p,量子エレクトロニクス,後学期,金,3,清水　亮介,,,
PHO602n,量子エレクトロニクス,後学期,木,3,張　贇,,,
PHO602n,量子エレクトロニクス,後学期,金,3,清水　亮介,,,
PHY102z,物理学概論第一,前学期,火,1,野村　英之,,,
PHY102z,物理学概論第一,前学期,火,2,來住　直人,,,
PHY102z,物理学概論第一,前学期,火,2,清水　亮介,,,
PHY102z,物理学概論第一,前学期,火,2,小池　卓二,,,
PHY102z,物理学概論第一,前学期,火,2,田中　一男,,,
PHY102z,物理学概論第一,前学期,火,3,横井　浩史,,,
PHY102z,物理学概論第一,前学期,火,3,鈴木　勝,,,
PHY102z,物理学概論第一,前学期,火,3,細川　敬祐,,,
PHY102z,物理学概論第一,前学期,火,4,村中　隆弘,,,
PHY102z,物理学概論第一,前学期,火,4,守　裕也,,,
PHY102z,物理学概論第一,前学期,火,4,田中　久陽,,,
PHY102z,物理学概論第一,前学期,火,4,古川　裕介,,,
PHY103z,物理学演習第一,前学期,水,3,佐々木（成）・中村（仁）・○鈴木（勝）,,,
PHY103z,物理学演習第一,前学期,水,4,佐々木（成）・中村（仁）・○鈴木（勝）,,,
PHY202z,物理学概論第二,後学期,火,2,岸本　哲夫,,,
PHY202z,物理学概論第二,後学期,火,2,大川　富雄,,,
PHY202z,物理学概論第二,後学期,火,2,阪口　豊,,,
PHY202z,物理学概論第二,後学期,火,2,石橋　功至,,,
PHY202z,物理学概論第二,後学期,火,2,美濃島　薫,,,
PHY202z,物理学概論第二,後学期,火,3,村松　大陸,,,
PHY202z,物理学概論第二,後学期,火,3,尚　方,,,
PHY202z,物理学概論第二,後学期,火,3,芳原　容英,,,
PHY202z,物理学概論第二,後学期,火,4,阪口　豊,,,
PHY202z,物理学概論第二,後学期,火,4,小久保　伸人,,,
PHY202z,物理学概論第二,後学期,火,4,沈　青,,,
PHY202z,物理学概論第二,後学期,火,4,野村　英之,,,
PHY203z,物理学演習第二,後学期,水,3,佐々木（成）・中村（仁）・○鈴木（勝）,,,
PHY203z,物理学演習第二,後学期,水,4,佐々木（成）・中村（仁）・○鈴木（勝）,,,
PHY204f,力学,後学期,月,1,津田　卓雄,,,
PHY204f,力学,後学期,月,1,杉　正夫,,,
PHY204f,力学,後学期,水,1,津田　卓雄,,,
PHY204f,力学,後学期,水,1,明　愛国,,,
PHY204g,力学,後学期,月,1,津田　卓雄,,,
PHY204g,力学,後学期,月,1,杉　正夫,,,
PHY204g,力学,後学期,水,1,津田　卓雄,,,
PHY204g,力学,後学期,水,1,明　愛国,,,
PHY204h,力学,後学期,月,1,津田　卓雄,,,
PHY204h,力学,後学期,月,1,杉　正夫,,,
PHY204h,力学,後学期,水,1,津田　卓雄,,,
PHY204h,力学,後学期,水,1,明　愛国,,,
PHY204i,力学,後学期,月,1,津田　卓雄,,,
PHY204i,力学,後学期,月,1,杉　正夫,,,
PHY204i,力学,後学期,水,1,津田　卓雄,,,
PHY204i,力学,後学期,水,1,明　愛国,,,
PHY204j,力学,後学期,月,1,津田　卓雄,,,
PHY204j,力学,後学期,月,1,杉　正夫,,,
PHY204j,力学,後学期,水,1,津田　卓雄,,,
PHY204j,力学,後学期,水,1,明　愛国,,,
PHY204k,力学,後学期,月,1,島田　宏,,,
PHY204k,力学,後学期,月,1,酒井　剛,,,
PHY204k,力学,後学期,月,1,中川　賢一,,,
PHY204k,力学,後学期,月,1,千葉　一永,,,
PHY204m,力学,後学期,月,1,島田　宏,,,
PHY204m,力学,後学期,月,1,酒井　剛,,,
PHY204m,力学,後学期,月,1,中川　賢一,,,
PHY204m,力学,後学期,月,1,千葉　一永,,,
PHY204n,力学,後学期,月,1,島田　宏,,,
PHY204n,力学,後学期,月,1,酒井　剛,,,
PHY204n,力学,後学期,月,1,中川　賢一,,,
PHY204n,力学,後学期,月,1,千葉　一永,,,
PHY204p,力学,後学期,月,1,島田　宏,,,
PHY204p,力学,後学期,月,1,酒井　剛,,,
PHY204p,力学,後学期,月,1,中川　賢一,,,
PHY204p,力学,後学期,月,1,千葉　一永,,,
PHY204r,力学,後学期,月,1,島田　宏,,,
PHY204r,力学,後学期,月,1,酒井　剛,,,
PHY204r,力学,後学期,月,1,中川　賢一,,,
PHY204r,力学,後学期,月,1,千葉　一永,,,
PHY205k,力学演習,後学期,水,1,島田　宏,,,
PHY205k,力学演習,後学期,水,1,酒井　剛,,,
PHY205k,力学演習,後学期,水,1,中川　賢一,,,
PHY205k,力学演習,後学期,水,1,守　裕也,,,
PHY205m,力学演習,後学期,水,1,島田　宏,,,
PHY205m,力学演習,後学期,水,1,酒井　剛,,,
PHY205m,力学演習,後学期,水,1,中川　賢一,,,
PHY205m,力学演習,後学期,水,1,守　裕也,,,
PHY205n,力学演習,後学期,水,1,島田　宏,,,
PHY205n,力学演習,後学期,水,1,酒井　剛,,,
PHY205n,力学演習,後学期,水,1,中川　賢一,,,
PHY205n,力学演習,後学期,水,1,守　裕也,,,
PHY205p,力学演習,後学期,水,1,島田　宏,,,
PHY205p,力学演習,後学期,水,1,酒井　剛,,,
PHY205p,力学演習,後学期,水,1,中川　賢一,,,
PHY205p,力学演習,後学期,水,1,守　裕也,,,
PHY205r,力学演習,後学期,水,1,島田　宏,,,
PHY205r,力学演習,後学期,水,1,酒井　剛,,,
PHY205r,力学演習,後学期,水,1,中川　賢一,,,
PHY205r,力学演習,後学期,水,1,守　裕也,,,
PHY301f,基礎電磁気学,前学期,月,2,芳原　容英,,,
PHY301f,基礎電磁気学,前学期,月,3,村松　大陸,,,
PHY301f,基礎電磁気学,前学期,火,4,細川　敬祐,,,
PHY301f,基礎電磁気学,前学期,金,2,肖　鳳超,,,
PHY301g,基礎電磁気学,前学期,月,2,芳原　容英,,,
PHY301g,基礎電磁気学,前学期,月,3,村松　大陸,,,
PHY301g,基礎電磁気学,前学期,火,4,細川　敬祐,,,
PHY301g,基礎電磁気学,前学期,金,2,肖　鳳超,,,
PHY301h,基礎電磁気学,前学期,月,2,芳原　容英,,,
PHY301h,基礎電磁気学,前学期,月,3,村松　大陸,,,
PHY301h,基礎電磁気学,前学期,火,4,細川　敬祐,,,
PHY301h,基礎電磁気学,前学期,金,2,肖　鳳超,,,
PHY301i,基礎電磁気学,前学期,月,2,芳原　容英,,,
PHY301i,基礎電磁気学,前学期,月,3,村松　大陸,,,
PHY301i,基礎電磁気学,前学期,火,4,細川　敬祐,,,
PHY301i,基礎電磁気学,前学期,金,2,肖　鳳超,,,
PHY301j,基礎電磁気学,前学期,月,2,芳原　容英,,,
PHY301j,基礎電磁気学,前学期,月,3,村松　大陸,,,
PHY301j,基礎電磁気学,前学期,火,4,細川　敬祐,,,
PHY301j,基礎電磁気学,前学期,金,2,肖　鳳超,,,
PHY301k,熱力学,前学期,月,3,尾関　之康,,,
PHY301k,熱力学,前学期,月,3,松林　和幸,,,
PHY301k,熱力学,前学期,火,2,安井　正憲,,,
PHY301k,熱力学,前学期,火,2,大川　富雄,,,
PHY301m,熱力学,前学期,月,3,尾関　之康,,,
PHY301m,熱力学,前学期,月,3,松林　和幸,,,
PHY301m,熱力学,前学期,火,2,安井　正憲,,,
PHY301m,熱力学,前学期,火,2,大川　富雄,,,
PHY301n,熱力学,前学期,月,3,尾関　之康,,,
PHY301n,熱力学,前学期,月,3,松林　和幸,,,
PHY301n,熱力学,前学期,火,2,安井　正憲,,,
PHY301n,熱力学,前学期,火,2,大川　富雄,,,
PHY301p,熱力学,前学期,月,3,尾関　之康,,,
PHY301p,熱力学,前学期,月,3,松林　和幸,,,
PHY301p,熱力学,前学期,火,2,安井　正憲,,,
PHY301p,熱力学,前学期,火,2,大川　富雄,,,
PHY301r,熱力学,前学期,月,3,尾関　之康,,,
PHY301r,熱力学,前学期,月,3,松林　和幸,,,
PHY301r,熱力学,前学期,火,2,安井　正憲,,,
PHY301r,熱力学,前学期,火,2,大川　富雄,,,
PHY302f,波動と光,前学期,火,1,木寺　正平,,,
PHY302f,波動と光,前学期,金,1,松浦　基晴,,,
PHY302g,波動と光,前学期,火,1,木寺　正平,,,
PHY302g,波動と光,前学期,金,1,松浦　基晴,,,
PHY302h,波動と光,前学期,火,1,木寺　正平,,,
PHY302h,波動と光,前学期,金,1,松浦　基晴,,,
PHY302k,基礎電磁気学および演習,前学期,月,1,斎藤　弘樹,,,
PHY302k,基礎電磁気学および演習,前学期,月,2,斎藤　弘樹,,,
PHY302k,基礎電磁気学および演習,前学期,月,1,武者　満,,,
PHY302k,基礎電磁気学および演習,前学期,月,2,武者　満,,,
PHY302k,基礎電磁気学および演習,前学期,月,1,白川　晃,,,
PHY302k,基礎電磁気学および演習,前学期,月,2,白川　晃,,,
PHY302k,基礎電磁気学および演習,前学期,月,1,中村　淳,,,
PHY302k,基礎電磁気学および演習,前学期,月,2,中村　淳,,,
PHY302m,基礎電磁気学および演習,前学期,月,1,斎藤　弘樹,,,
PHY302m,基礎電磁気学および演習,前学期,月,2,斎藤　弘樹,,,
PHY302m,基礎電磁気学および演習,前学期,月,1,武者　満,,,
PHY302m,基礎電磁気学および演習,前学期,月,2,武者　満,,,
PHY302m,基礎電磁気学および演習,前学期,月,1,白川　晃,,,
PHY302m,基礎電磁気学および演習,前学期,月,2,白川　晃,,,
PHY302m,基礎電磁気学および演習,前学期,月,1,中村　淳,,,
PHY302m,基礎電磁気学および演習,前学期,月,2,中村　淳,,,
PHY302n,基礎電磁気学および演習,前学期,月,1,斎藤　弘樹,,,
PHY302n,基礎電磁気学および演習,前学期,月,2,斎藤　弘樹,,,
PHY302n,基礎電磁気学および演習,前学期,月,1,武者　満,,,
PHY302n,基礎電磁気学および演習,前学期,月,2,武者　満,,,
PHY302n,基礎電磁気学および演習,前学期,月,1,白川　晃,,,
PHY302n,基礎電磁気学および演習,前学期,月,2,白川　晃,,,
PHY302n,基礎電磁気学および演習,前学期,月,1,中村　淳,,,
PHY302n,基礎電磁気学および演習,前学期,月,2,中村　淳,,,
PHY302p,基礎電磁気学および演習,前学期,月,1,斎藤　弘樹,,,
PHY302p,基礎電磁気学および演習,前学期,月,2,斎藤　弘樹,,,
PHY302p,基礎電磁気学および演習,前学期,月,1,武者　満,,,
PHY302p,基礎電磁気学および演習,前学期,月,2,武者　満,,,
PHY302p,基礎電磁気学および演習,前学期,月,1,白川　晃,,,
PHY302p,基礎電磁気学および演習,前学期,月,2,白川　晃,,,
PHY302p,基礎電磁気学および演習,前学期,月,1,中村　淳,,,
PHY302p,基礎電磁気学および演習,前学期,月,2,中村　淳,,,
PHY302r,基礎電磁気学および演習,前学期,月,1,斎藤　弘樹,,,
PHY302r,基礎電磁気学および演習,前学期,月,2,斎藤　弘樹,,,
PHY302r,基礎電磁気学および演習,前学期,月,1,武者　満,,,
PHY302r,基礎電磁気学および演習,前学期,月,2,武者　満,,,
PHY302r,基礎電磁気学および演習,前学期,月,1,白川　晃,,,
PHY302r,基礎電磁気学および演習,前学期,月,2,白川　晃,,,
PHY302r,基礎電磁気学および演習,前学期,月,1,中村　淳,,,
PHY302r,基礎電磁気学および演習,前学期,月,2,中村　淳,,,
PHY303i,波動と光,前学期,火,1,木寺　正平,,,
PHY303i,波動と光,前学期,金,1,松浦　基晴,,,
PHY303j,波動と光,前学期,火,1,木寺　正平,,,
PHY303j,波動と光,前学期,金,1,松浦　基晴,,,
PHY401g,電磁気学第一,後学期,月,2,安藤　芳晃,,,
PHY401g,電磁気学第一,後学期,木,4,肖　鳳超,,,
PHY401h,電磁気学第一,後学期,月,2,安藤　芳晃,,,
PHY401h,電磁気学第一,後学期,木,4,肖　鳳超,,,
PHY401k,電磁気学および演習,後学期,火,1,谷口　淳子,,,
PHY401k,電磁気学および演習,後学期,火,2,谷口　淳子,,,
PHY401k,電磁気学および演習,後学期,水,3,森永　実,,,
PHY401k,電磁気学および演習,後学期,水,4,森永　実,,,
PHY401k,電磁気学および演習,後学期,水,3,斎藤　弘樹,,,
PHY401k,電磁気学および演習,後学期,水,4,斎藤　弘樹,,,
PHY401k,電磁気学および演習,後学期,金,2,宮本　洋子,,,
